udise_code,school_name,state_code,state,district_code,district,block_code,block,village_or_ward,cluster,category,management,school_type,location,status,pincode,latitude,longitude,pulled_at,schoolId,schoolStatus,schoolStatusName,schIdMerged,schMergedYear,isNewCY,isOperational2018To19,isOperational2019To20,isOperational2020To21,isOperational2021To22,isOperational2022To23,classFrm,classTo,schCategoryId,schMgmtId,schMgmtDesc,schMgmtDescSt,schBroadMgmtId,schmgmtParentId,schType,schTypeDesc,schLocRuralUrban,address,email,villWardCd,villageId,clusterCd,clusterId,lgdStateId,lgdblockId,lgdblockName,lgdpanchayatId,lgdvillageId,lgdvillName,lgdvillpanchayatName,lgdurbanlocalbodyId,lgdurbanlocalbodyName,lgdwardId,lgdwardName,sessionYear,yearId,lastmodifiedTime,keyFlag,stateId,districtId,blockId,coord_source,coord_pulled_at
01021803022,ALAMDAR PUBLIC SCHOOL GULABAD ARAMPORA,01,JAMMU & KASHMIR,0102,BARAMULLA,010218,SOPORE,SOPORE,MS CHINKIPORA C1,Primary with Upper Primary,Private Unaided (Recognized) ,3-Co-educational,Urban,Operational,193201,34.2857,74.4639,2026-09-02T17:02:56,1004794,0,Operational,,,2,50,0,0,50,0,1,8,2,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,2,ARAMPORA SOPORE BARAMULLA,apsgullabad[at]gmail[dot]com,010218030,1002508,0102180001,1001100,1,0,,,,,,248149,Municipal Council Sopore-Notified Area Council,67917,Sopore (TC) - Ward No.21,2026-27,13,2025-03-03 00:05:23.525,,101,1002,10181,kys_by_year,2026-09-04T23:13:47+00:00
01022000305,AL-AQSA GRAND SCHOOL FEROZPORA,01,JAMMU & KASHMIR,0102,BARAMULLA,010220,TANGMARG,FEROZPORA,GMS FEROZPORA,Primary with Upper Primary,Private Unaided (Recognized) ,3-Co-educational,Rural,Operational,193402,34.054277,74.432087,2026-09-02T17:02:56,1004876,0,Operational,,,2,50,0,0,50,0,1,8,2,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,1,FEROZPORA TANGMARG BLA,agsf305[at]gmail[dot]com,010220003,1007248,0102200001,1001018,1,33,Tangmarag,241964,2672,Feroz Pora,Ferozpora -A,,,,,2026-27,13,2026-01-30 20:01:11.986,,101,1002,10182,kys_by_year,2026-09-04T23:13:47+00:00
01020502703,ALAZHAR SCHOOL OF EDUCATION LATHISHAT,01,JAMMU & KASHMIR,0102,BARAMULLA,010205,DANGERPORA,LATISHAT,C5 GMS TUJAR,Primary with Upper Primary,Private Unaided (Recognized) ,3-Co-educational,Rural,Operational,193201,34.3681,74.5164,2026-09-02T17:02:56,1003483,0,Operational,,,2,50,0,0,50,0,1,8,2,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,1,Lattishat Zainagair Bomai,alazharschoolofedu[at]gmail[dot]com,010205027,1008307,0102050005,1001068,1,7018,Tujjar Sharief,242022,2178,Lathishort,Nowpora,,,,,2026-27,13,2025-03-03 11:48:31.385,,101,1002,10171,kys_by_year,2026-09-04T23:13:47+00:00
01022000205,AL-HADEED INTERNATIONAL SCHOOL MAHYAN Tangmarg,01,JAMMU & KASHMIR,0102,BARAMULLA,010220,TANGMARG,MOHAYAN,GMS FEROZPORA,Primary with Upper Primary,Private Unaided (Recognized) ,3-Co-educational,Rural,Operational,193402,34.057186,74.424,2026-09-02T17:02:56,1004871,0,Operational,,,2,50,0,0,50,0,1,8,2,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,1,MOHYAN FEROZPORA TANGMARG,ALHADEEDTANGMARG[at]GMAIL[dot]COM,010220002,1007247,0102200001,1001018,1,33,Tangmarag,241966,2672,Feroz Pora,Mohiyen,,,,,2026-27,13,2026-01-30 19:55:59.276,,101,1002,10182,kys_by_year,2026-09-04T23:13:48+00:00
01021000805,AL HARAM INSTITUTE OF EDUCATION,01,JAMMU & KASHMIR,0102,BARAMULLA,010210,JHULLA,BUSGRAN,C3 MS BUSGRAN,Primary,Private Unaided (Recognized) ,3-Co-educational,Rural,Operational,193123,34.1149,74.0036,2026-09-02T17:02:56,1003820,0,Operational,,,2,50,0,0,50,0,1,5,1,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,1,"BUSGRAN, URI, BARAMULLA",alharam.inst[at]gmail[dot]com,010210008,1008408,0102100003,1001093,1,7015,Paranpeela,242007,2510,Busgran,Dachi,,,,,2026-27,13,2026-08-01 13:32:18.555,,101,1002,10174,kys_by_year,2026-09-04T23:13:48+00:00
01020200605,ALHUDA PUB. SCHOOL BINNER,01,JAMMU & KASHMIR,0102,BARAMULLA,010202,BARAMULLA,BINNER,CHAKLOO BLA,Primary with Upper Primary,Private Unaided (Recognized) ,3-Co-educational,Rural,Operational,193301,34.1854,74.3469,2026-09-02T17:02:56,1003018,0,Operational,,,2,50,0,0,50,0,1,8,2,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,1,Binner Baramulla Kmr,alhudapublicschoolbinner[at]gmail[dot]com,010202006,1008594,0102020001,1001109,1,7012,Nadihal,241202,936667,Sheerwaniabad,Binner A,,,,,2026-27,13,2025-12-30 13:39:02.597,,101,1002,10168,kys_by_year,2026-09-04T23:13:48+00:00
01021301313,AL-HUDA SCHOOL PATTAN,01,JAMMU & KASHMIR,0102,BARAMULLA,010213,PATTAN,PATTAN,BMS PATTAN,Pr. Up Pr. and Secondary Only,Private Unaided (Recognized) ,3-Co-educational,Urban,Operational,193121,34.1555,74.5626,2026-09-02T17:02:56,1004219,0,Operational,,,2,50,0,0,50,0,1,10,6,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,2,PAR MOHALLAH PATTAN BARAMULLA,alhudapattan6[at]gmail[dot]com,010213013,1007993,0102130004,1000956,1,0,,,,,,248150,Municipal Committee Pattan-Municipality,10028,Pattan (NAC) - Ward No.4,2026-27,13,2026-01-25 12:55:31.593,,101,1002,10177,kys_by_year,2026-09-04T23:13:49+00:00
01021302808,ALIF INTERNATIONAL SCHOOL (RENJI BARAMULLA),01,JAMMU & KASHMIR,0102,BARAMULLA,010213,PATTAN,BUCHOO,HAMRAY,Primary,Private Unaided (Recognized) ,3-Co-educational,Rural,Operational,193121,34.221321,74.503357,2026-09-02T17:02:56,1030908,0,Operational,,,2,50,50,50,50,50,1,5,1,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,1,RENJI PATTAN BARAMULLA ,aliffinternationalschool[at]gmail[dot]com,010213028,1006884,0102130009,1000961,1,27,Pattan,242890,2313,Bochoo,Buchoo,,,,,2026-27,13,2026-01-25 13:03:36.948,,101,1002,10177,kys_by_year,2026-09-04T23:13:49+00:00
01022006702,ALI PUBLIC SCHOOL VAHIPORA,01,JAMMU & KASHMIR,0102,BARAMULLA,010220,TANGMARG,VAHIPORA,M/S SHRAIE,Primary with Upper Primary,Private Unaided (Recognized) ,3-Co-educational,Rural,Operational,193402,34.069882,74.457803,2026-09-02T17:02:56,1005013,0,Operational,,,2,50,0,0,50,0,1,8,2,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,1,VAHIPORA TANGMARG BLA,Apswahipora[at]gmail[dot]com,010220067,1007236,0102200003,1001020,1,33,Tangmarag,241962,2678,Wahipora,Chandiloora,,,,,2026-27,13,2026-08-07 11:36:25.906,,101,1002,10182,kys_by_year,2026-09-04T23:13:49+00:00
01020201303,AL IRSHAD EDUCATIONAL TRUST,01,JAMMU & KASHMIR,0102,BARAMULLA,010202,BARAMULLA,SHUTLOO,VOHULITRA,Primary with Upper Primary,Private Unaided (Recognized) ,3-Co-educational,Rural,Operational,193101,34.2574,74.3168,2026-09-02T17:02:56,1003038,0,Operational,,,2,50,0,0,50,0,1,8,2,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,1,Shutloo Rafiabad Nadihal Baramulla,alirshadshutloo[at]gmail[dot]com,010202013,1008601,0102020003,1001111,1,29,Rohama,241197,2408,Shutloo,Shutloo,,,,,2026-27,13,2026-01-24 12:40:09.629,,101,1002,10168,kys_by_year,2026-09-04T23:13:50+00:00
01021303503,ALLAMA IQBAL SCHOOL OF EXCELLENCE MAGRAYPORA,01,JAMMU & KASHMIR,0102,BARAMULLA,010213,PATTAN,MAGRAYPORA,GOSHBUGH,Primary,Private Unaided (Recognized) ,3-Co-educational,Rural,Operational,193121,34.13552,74.33319,2026-09-02T17:02:56,1029864,0,Operational,,,2,50,0,0,50,0,1,5,1,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,1,MAGRAYPORA PATTAN BARAMULLA,allamaiqbalsachool32[at]gmail[dot]com,010213035,1006891,0102130011,1000975,1,27,Pattan,241870,2324,Sultanpora Khoie,Sultanpora A,,,,,2026-27,13,2026-01-25 13:13:00.568,,101,1002,10177,kys_by_year,2026-09-04T23:13:50+00:00
01021107106,ALLIYAH PUBLIC SCHOOL,01,JAMMU & KASHMIR,0102,BARAMULLA,010211,KUNZAR,CHICHELORA,MS CHICHILORA,Primary with Upper Primary,Private Unaided (Recognized) ,3-Co-educational,Rural,Operational,193401,34.0778,74.4835,2026-09-02T17:02:56,1004026,0,Operational,,,2,50,0,0,50,0,1,8,2,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,1,chichilora krwarhama baramulla,www.alliyahpublicschool[at]gmail[dot]com,010211071,1008490,0102110009,1001131,1,7011,Lalpora,241812,2399,Chichilora,Chichilora,,,,,2026-27,13,2026-01-25 22:21:45.676,,101,1002,10175,kys_by_year,2026-09-04T23:13:50+00:00
01021700810,AL MUSTAFA EDU INSTITUTE SINGHPORA,01,JAMMU & KASHMIR,0102,BARAMULLA,010217,SINGHPORA PATTAN,SINGHPORA,HS T K BALA,Primary with Upper Primary,Private Unaided (Recognized) ,3-Co-educational,Rural,Operational,193121,34.169845,74.585384,2026-09-02T17:02:56,1004584,0,Operational,,,2,50,0,0,50,0,1,8,2,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,1,TRIKOLBAL SINGHPORA PATTAN 193121,almustafaedu75[at]gmail[dot]com,010217008,1007210,0102170006,1001015,1,30,Singhpora,288837,2374,Hanjiwara,Hanjiwera B,,,,,2026-27,13,2026-01-25 20:06:16.418,,101,1002,10180,kys_by_year,2026-09-04T23:13:51+00:00
01021205007,ALNOOR EDUCATIONAL TRUST,01,JAMMU & KASHMIR,0102,BARAMULLA,010212,NEHALPORA,WANIGAM BALA,MS WANIGAM,Primary,Private Unaided (Recognized) ,3-Co-educational,Rural,Operational,193121,34.167735,74.505977,2026-09-02T17:02:56,1030765,0,Operational,,,2,50,50,50,50,50,1,5,1,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,1,Malikpora Wanigam Bala,alnooredu74[at]gmail[dot]com,010212050,1008762,0102120003,1000964,1,27,Pattan,241851,2315,Wanigam Bala,Wanigam Bala,,,,,2026-27,13,2026-01-28 14:24:04.329,,101,1002,10176,kys_by_year,2026-09-04T23:13:51+00:00
01021301426,AL-NOOR EDUCATIONAL  TRUST PALHALLAN,01,JAMMU & KASHMIR,0102,BARAMULLA,010213,PATTAN,PALHALLAN,GMS PALHALLAN,Pr. Up Pr. and Secondary Only,Private Unaided (Recognized) ,3-Co-educational,Rural,Operational,193121,34.1848,74.5474,2026-09-02T17:02:56,1004239,0,Operational,,,2,50,0,0,50,0,1,10,6,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,1,PALHALLAN PATTAN BARAMULLA,alnet987palhallan[at]gmail[dot]com,010213014,1008784,0102130005,1000957,1,27,Pattan,288808,2329,Palhallan,Palhallan H,,,,,2026-27,13,2026-01-25 12:57:05.037,,101,1002,10177,kys_by_year,2026-09-04T23:13:51+00:00
01021100503,ALNOOR ENGLISH MEDIUM MODEL SCHOOL,01,JAMMU & KASHMIR,0102,BARAMULLA,010211,KUNZAR,TURKA BATPORA,MS Hard Shoora,Pr. Up Pr. and Secondary Only,Private Unaided (Recognized) ,3-Co-educational,Rural,Operational,193401,34.121368,74.455677,2026-09-02T17:02:56,1003894,0,Operational,,,2,50,0,0,50,0,1,10,6,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,1,TURK BAT PORA TANGMARG ,alnooremms5[at]gmail[dot]com,010211005,1008433,0102110001,1001123,1,7019,Wailoo,241840,2618,Turkbatpora,Turk Batpora,,,,,2026-27,13,2026-01-25 21:34:26.257,,101,1002,10175,kys_by_year,2026-09-04T23:13:52+00:00
01021105404,AL NOOR MODEL,01,JAMMU & KASHMIR,0102,BARAMULLA,010211,KUNZAR,DOBIWAN,MS Mongloora,Pr. Up Pr. and Secondary Only,Private Unaided (Recognized) ,3-Co-educational,Rural,Operational,193404,34.0791,74.4917,2026-09-02T17:02:56,1003987,0,Operational,,,2,50,0,0,50,0,1,10,6,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,1,"DHOBIWAN, TANGMARG, NEAR GOVT HIGH SCHOOL DHOBIWAN",alnoorcet2014[at]gmail[dot]com,010211054,1008475,0102110008,1001130,1,7011,Lalpora,288835,2698,Dohobiwan,Dhobiwan,,,,,2026-27,13,2026-01-25 21:33:55.022,,101,1002,10175,kys_by_year,2026-09-04T23:13:52+00:00
01022203020,AL NOOR MODEL SCHOOL KREERI,01,JAMMU & KASHMIR,0102,BARAMULLA,010222,WAGOORA,KREERI,KREERI,Primary,Private Unaided (Recognized) ,3-Co-educational,Rural,Operational,193108,34.170535,74.462813,2026-09-02T17:02:56,1030630,0,Operational,,,2,50,50,50,50,50,1,5,1,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,1,Eidgah Colony Kreeri,alnoorkreeri[at]gmail[dot]com,010222030,1008238,0102220011,1001045,1,35,Wagoora,242450,2458,Kreeri,Kreeri-A,,,,,2026-27,13,2026-01-22 20:49:24.525,,101,1002,10184,kys_by_year,2026-09-04T23:13:52+00:00
01020400410,AL NOOR PUBLIC SCHOOL,01,JAMMU & KASHMIR,0102,BARAMULLA,010204,CHANDANWARI,SALAMABAD DACHINA,GPS SALAM ABAD,Primary with Upper Primary,Private Unaided (Recognized) ,3-Co-educational,Rural,Operational,193122,34.169484,74.130606,2026-09-02T17:02:56,1003261,0,Operational,,,2,50,0,0,50,0,1,8,2,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,1,salamabad dechina boniyar,Alnoorpublicschool0[at]gmail[dot]com,010204004,1008686,0102040009,1001062,1,7006,Bijhama,241788,2559,Salamabad Dachhna,Salamabad Dachina A,,,,,2026-27,13,2026-01-28 12:50:01.345,,101,1002,10170,kys_by_year,2026-09-04T23:13:53+00:00
01021803039,ALNOOR PUBLIC SCHOOL,01,JAMMU & KASHMIR,0102,BARAMULLA,010218,SOPORE,SOPORE,NOWPORA,Primary with Upper Primary,Private Unaided (Recognized) ,3-Co-educational,Urban,Operational,193201,34.2909,74.4771,2026-09-02T17:02:56,1004801,0,Operational,,,2,50,0,0,50,0,1,8,2,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,2,NOOR BAGH SOPORE BARAMULLA,apssopore123[at]gmail[dot]com,010218030,1002508,0102180004,1001103,1,0,,,,,,248149,Municipal Council Sopore-Notified Area Council,67905,Sopore (TC) - Ward No.9,2026-27,13,2026-01-30 16:46:55.567,,101,1002,10181,kys_by_year,2026-09-04T23:13:53+00:00
01020602107,AMIN MEM EDU INST. DANGIWACHA,01,JAMMU & KASHMIR,0102,BARAMULLA,010206,DANGIWACHA,DANGIWACHA,DANGIWACHA C4,Pr. Up Pr. and Secondary Only,Private Unaided (Recognized) ,3-Co-educational,Rural,Operational,193303,34.3186,74.3467,2026-09-02T17:02:56,1003627,0,Operational,,,2,50,0,0,50,0,1,10,6,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,1,DANGIWACHA RAFIABAD BARAMULLA,azharnazir595[at]gmail[dot]com,010206021,1008356,0102060004,1001075,1,28,Rafiabad,242424,2251,Danghiwacha,Dangiwacha,,,,,2026-27,13,2026-02-01 22:25:08.96,,101,1002,10172,kys_by_year,2026-09-04T23:13:53+00:00
01020500804,AMZET HALL PUBLIC SCHOOL MALMAPANPORA,01,JAMMU & KASHMIR,0102,BARAMULLA,010205,DANGERPORA,MAL MAPANPORA,C1 BMS WATLAB,Primary with Upper Primary,Private Unaided (Recognized) ,3-Co-educational,Rural,Operational,193201,34.3681,74.5164,2026-09-02T17:02:56,1003383,0,Operational,,,2,50,0,0,50,0,1,8,2,5,Private Unaided (Recognized) ,Private Unaided (Recognized),3,5,3,3-Co-educational,1,AMZET COLONY MALAMPANPORA,amzetpublicschool[at]gmail[dot]com,010205008,1008288,0102050001,1001054,1,36,Zaingeer,242026,2194,Mulmapanpora,Malmapanpora,,,,,2026-27,13,2026-08-07 11:37:12.188,,101,1002,10171,kys_by_year,2026-09-04T23:13:54+00:00
